7.400000000000000000e+04,1.800000000000000000e+02,2.298999999999999844e+01
7.400000000000000000e+01,2.150000000000000000e+02,3.468999999999999773e+01
7.200000000000000000e+01,2.100000000000000000e+02,3.078000000000000114e+01
7.200000000000000000e+01,2.100000000000000000e+02,3.542999999999999972e+01
7.300000000000000000e+01,1.880000000000000000e+02,3.571000000000000085e+01
6.900000000000000000e+01,1.760000000000000000e+02,2.939000000000000057e+01
6.900000000000000000e+01,2.090000000000000000e+02,3.076999999999999957e+01
7.100000000000000000e+01,2.000000000000000000e+02,3.507000000000000028e+01
7.600000000000000000e+01,2.310000000000000000e+02,3.019000000000000128e+01
7.100000000000000000e+01,1.800000000000000000e+02,2.705000000000000071e+01
7.300000000000000000e+01,1.880000000000000000e+02,2.387999999999999901e+01
7.300000000000000000e+01,1.800000000000000000e+02,2.696000000000000085e+01
7.400000000000000000e+01,1.850000000000000000e+02,2.328999999999999915e+01
7.400000000000000000e+01,1.600000000000000000e+02,2.610999999999999943e+01
6.900000000000000000e+01,1.800000000000000000e+02,2.755000000000000071e+01
7.000000000000000000e+01,1.850000000000000000e+02,3.427000000000000313e+01
7.300000000000000000e+01,1.890000000000000000e+02,2.798999999999999844e+01
7.500000000000000000e+01,1.850000000000000000e+02,2.237999999999999901e+01
7.800000000000000000e+01,2.190000000000000000e+02,2.289000000000000057e+01
7.900000000000000000e+01,2.300000000000000000e+02,2.576000000000000156e+01
7.600000000000000000e+01,2.050000000000000000e+02,3.632999999999999829e+01
7.400000000000000000e+01,2.300000000000000000e+02,3.117000000000000171e+01
7.600000000000000000e+01,1.950000000000000000e+02,3.231000000000000227e+01
7.200000000000000000e+01,1.800000000000000000e+02,3.103000000000000114e+01
7.100000000000000000e+01,1.920000000000000000e+02,2.926000000000000156e+01
7.500000000000000000e+01,2.250000000000000000e+02,2.946999999999999886e+01
7.700000000000000000e+01,2.030000000000000000e+02,3.246000000000000085e+01
7.400000000000000000e+01,1.950000000000000000e+02,3.567000000000000171e+01
7.300000000000000000e+01,1.820000000000000000e+02,2.589000000000000057e+01
7.400000000000000000e+01,1.880000000000000000e+02,2.655000000000000071e+01
7.800000000000000000e+01,2.000000000000000000e+02,2.417000000000000171e+01
7.300000000000000000e+01,1.800000000000000000e+02,2.669000000000000128e+01
7.500000000000000000e+01,2.000000000000000000e+02,2.512999999999999901e+01
7.300000000000000000e+01,2.000000000000000000e+02,2.789999999999999858e+01
7.500000000000000000e+01,2.450000000000000000e+02,3.017000000000000171e+01
7.500000000000000000e+01,2.400000000000000000e+02,3.135999999999999943e+01
7.400000000000000000e+01,2.150000000000000000e+02,3.098999999999999844e+01
6.900000000000000000e+01,1.850000000000000000e+02,3.224000000000000199e+01
7.100000000000000000e+01,1.750000000000000000e+02,2.760999999999999943e+01
7.400000000000000000e+01,1.990000000000000000e+02,2.819999999999999929e+01
7.300000000000000000e+01,2.000000000000000000e+02,2.885000000000000142e+01
7.300000000000000000e+01,2.150000000000000000e+02,2.421000000000000085e+01
7.600000000000000000e+01,2.000000000000000000e+02,2.201999999999999957e+01
7.400000000000000000e+01,2.050000000000000000e+02,2.496999999999999886e+01
7.400000000000000000e+01,2.060000000000000000e+02,2.678000000000000114e+01
7.000000000000000000e+01,1.860000000000000000e+02,3.250999999999999801e+01
7.200000000000000000e+01,1.880000000000000000e+02,3.094999999999999929e+01
7.700000000000000000e+01,2.200000000000000000e+02,3.309000000000000341e+01
7.400000000000000000e+01,2.100000000000000000e+02,3.274000000000000199e+01
7.000000000000000000e+01,1.950000000000000000e+02,3.069000000000000128e+01
7.300000000000000000e+04,2.000000000000000000e+02,2.344999999999999929e+01
7.500000000000000000e+01,2.000000000000000000e+02,2.494000000000000128e+01
7.600000000000000000e+01,2.120000000000000000e+02,2.408999999999999986e+01
7.600000000000000000e+01,2.240000000000000000e+02,3.522999999999999687e+01
7.800000000000000000e+01,2.100000000000000000e+02,2.742999999999999972e+01
7.400000000000000000e+01,2.050000000000000000e+02,3.060000000000000142e+01
7.400000000000000000e+01,2.200000000000000000e+02,2.794000000000000128e+01
7.600000000000000000e+01,1.950000000000000000e+02,2.998999999999999844e+01
7.700000000000000000e+01,2.000000000000000000e+02,2.517000000000000171e+01
8.100000000000000000e+01,2.600000000000000000e+02,2.412999999999999901e+01
7.800000000000000000e+01,2.280000000000000000e+02,3.046000000000000085e+01
7.500000000000000000e+01,2.700000000000000000e+02,2.596000000000000085e+01
7.700000000000000000e+01,2.000000000000000000e+02,2.255000000000000071e+01
7.500000000000000000e+01,2.100000000000000000e+02,2.628999999999999915e+01
7.600000000000000000e+01,1.900000000000000000e+02,2.478999999999999915e+01
7.400000000000000000e+01,2.200000000000000000e+02,3.173999999999999844e+01
7.200000000000000000e+01,1.800000000000000000e+02,2.392000000000000171e+01
7.200000000000000000e+01,2.050000000000000000e+02,2.532999999999999829e+01
7.500000000000000000e+01,2.100000000000000000e+02,2.401999999999999957e+01
7.300000000000000000e+01,2.200000000000000000e+02,2.369999999999999929e+01
7.300000000000000000e+01,2.110000000000000000e+02,3.158999999999999986e+01
7.300000000000000000e+01,2.000000000000000000e+02,2.994999999999999929e+01
7.000000000000000000e+01,1.800000000000000000e+02,2.364000000000000057e+01
7.000000000000000000e+01,1.900000000000000000e+02,3.232999999999999829e+01
7.000000000000000000e+01,1.700000000000000000e+02,2.312999999999999901e+01
7.600000000000000000e+01,2.300000000000000000e+02,2.660000000000000142e+01
6.800000000000000000e+01,1.550000000000000000e+02,2.646000000000000085e+01
7.100000000000000000e+01,1.850000000000000000e+02,2.575000000000000000e+01
7.200000000000000000e+01,1.850000000000000000e+02,2.751000000000000156e+01
7.500000000000000000e+01,2.000000000000000000e+02,2.510999999999999943e+01
7.500000000000000000e+01,2.250000000000000000e+02,3.250999999999999801e+01
7.500000000000000000e+01,2.250000000000000000e+02,3.467000000000000171e+01
7.500000000000000000e+01,2.200000000000000000e+02,3.105999999999999872e+01
6.800000000000000000e+01,1.600000000000000000e+02,2.910000000000000142e+01
7.400000000000000000e+01,2.050000000000000000e+02,2.866000000000000014e+01
7.800000000000000000e+01,2.350000000000000000e+02,2.835000000000000142e+01
7.100000000000000000e+01,2.500000000000000000e+02,3.377000000000000313e+01
7.300000000000000000e+01,2.100000000000000000e+02,3.089000000000000057e+01
7.600000000000000000e+01,1.900000000000000000e+02,3.774000000000000199e+01
7.400000000000000000e+01,1.600000000000000000e+02,2.414000000000000057e+01
7.400000000000000000e+01,2.000000000000000000e+02,2.571000000000000085e+01
7.900000000000000000e+01,2.050000000000000000e+02,2.441000000000000014e+01
7.500000000000000000e+01,2.220000000000000000e+02,2.432000000000000028e+01
7.300000000000000000e+01,1.950000000000000000e+02,2.808999999999999986e+01
7.600000000000000000e+01,2.050000000000000000e+02,3.331000000000000227e+01
7.400000000000000000e+01,2.200000000000000000e+02,3.639999999999999858e+01
7.400000000000000000e+01,2.200000000000000000e+02,3.735999999999999943e+01
7.300000000000000000e+01,1.700000000000000000e+02,3.160999999999999943e+01
7.200000000000000000e+01,1.850000000000000000e+02,2.514000000000000057e+01
7.400000000000000000e+01,1.950000000000000000e+02,3.028999999999999915e+01
7.300000000000000000e+04,2.200000000000000000e+02,3.636999999999999744e+01
7.400000000000000000e+01,2.300000000000000000e+02,3.489000000000000057e+01
7.200000000000000000e+01,1.800000000000000000e+02,2.378999999999999915e+01
7.300000000000000000e+01,2.200000000000000000e+02,2.796000000000000085e+01
6.900000000000000000e+01,1.800000000000000000e+02,2.353999999999999915e+01
7.200000000000000000e+01,1.800000000000000000e+02,3.137000000000000099e+01
7.300000000000000000e+01,1.700000000000000000e+02,3.128999999999999915e+01
7.500000000000000000e+01,2.100000000000000000e+02,3.300999999999999801e+01
7.500000000000000000e+01,2.150000000000000000e+02,2.510000000000000142e+01
7.300000000000000000e+01,2.000000000000000000e+02,3.128000000000000114e+01
7.200000000000000000e+01,2.130000000000000000e+02,3.475000000000000000e+01
7.200000000000000000e+01,1.800000000000000000e+02,2.346000000000000085e+01
7.600000000000000000e+01,1.920000000000000000e+02,2.537000000000000099e+01
7.400000000000000000e+01,2.350000000000000000e+02,2.957000000000000028e+01
